"VCI","LAI","TrendSig","PreSum2000.2020Mean","SnowCoverSum2000.2020Mean","SnowDepthSum2000.2020Mean","SnowWaterSum2000.2020Mean","PreWin2000.2020Mean","SnowCoverWin2000.2020Mean","SnowDepthWin2000.2020Mean","SnowWaterWin2000.2020Mean","SoilEvapSum2000.2020Mean","PlantTransSum2000.2020Mean","SoilEvapWin2000.2020Mean","PlantTransWin2000.2020Mean","TemSum2000.2020Mean","SoilTemSum2000.2020Mean","TemWin2000.2020Mean","SoilTemWin2000.2020Mean","AmSum2000.2020Mean","SoilWaterSum2000.2020Mean","AmWin2000.2020Mean","SoilWaterWin2000.2020Mean"
"1",0.102468421052632,0.139777777777778,1,0.0207425410544169,35.1629154265873,2.51603577628968,0.748945137811086,0.00377174338888695,52.8427889384921,2.58402312748016,0.759342730991424,318.609523809524,15.9542857142857,94.9142857142857,2.55619047619048,-2.10020439511248,4.22649657234319,-13.1433779277498,-6.63836529444131,-4.41704164535275,0.211994958302331,-20.0270708356585,0.107300652398003
"2",0.110163157894737,0.131,1,0.0223410507038525,56.2293681795635,11.8715200272817,3.55716214861189,0.00433446782450021,74.1502666170635,11.936771453373,3.56686744992695,344.822857142857,28.9714285714286,84.0152380952381,1.72952380952381,-1.82617785741411,0.0258052280971128,-12.8637710329086,-8.92933441646517,-3.73603656102745,0.303497193351625,-18.8787263416108,0.237358819870722
"3",0.113286842105263,0.293081845238095,1,0.00560333647141912,56.1695653521825,4.49037000868055,1.54705542231363,0.00936134803272569,97.3709929935516,4.96475461929563,1.60147788032653,178.710476190476,18.9580952380952,90.0666666666667,0.582857142857143,-3.79303673638236,-1.7445088220021,-19.2747100830078,-11.9740392775762,-9.6338307698567,0.192575545538039,-24.4445048014322,0.203762962704613
"4",0.116315789473684,0.271666666666667,1,0.00653309140839805,20.2644779265873,0.111428881448413,0.0354424355522035,0.00984318053912689,94.7562158978175,0.65074714781746,0.120294010828412,151.264761904762,39.4285714285714,109.866666666667,1.25714285714286,0.780065942189083,6.6885656447638,-14.8749317471944,-3.23549451071119,-7.00745893205919,0.186582292829241,-21.5183437771267,0.218125842866443
"5",0.123538157894737,0.28452380952381,1,0.0115826097622803,22.6479065910218,0.121221633184524,0.0384843292690459,0.0055854873619491,51.2032800099206,0.325298006572421,0.059906764635964,166.782857142857,16.227619047619,46.932380952381,0.933333333333333,-0.330750650072829,3.56380591014079,-14.5798587375217,-9.84383869473892,-7.1153884645492,0.218895715380472,-24.7877393934462,0.169359812660823
"6",0.127828947368421,0.328190476190476,1,0.00706607738374303,41.4206194196429,0.414732917906746,0.142388975809491,0.0155971843725741,93.5081302703373,1.1256355406746,0.216829814608135,298.622857142857,7.01333333333333,94.5771428571429,0.0419047619047619,0.34013228643505,3.37488756936693,-15.8572063627697,-6.00273161388574,-5.80365963890435,0.167352948869978,-21.2915332612537,0.143342880975632
"7",0.133593274853801,0.263753968253968,1,0.0144918487102004,16.1070834366733,0.0194167148919753,0.00324996648852367,0.00247715775417413,35.5711254409171,0.0540226796737213,0.00823563915501616,189.820740740741,20.6444444444444,42.751746031746,1.90539682539683,0.0130019334258407,3.93146532923247,-13.5851269219077,-10.5306480394259,-5.89290143371256,0.313871232290117,-25.2351372074618,0.247335598792559
"8",0.137916028708134,0.296183982683983,1,0.0140891107350942,14.3218802139701,0.0145519085948773,0.00222287239966454,0.00221243321950442,28.8378497587482,0.0293528899485931,0.00424850520289478,174.919134199134,19.6351515151515,35.7868398268398,2.23203463203463,0.185294285893997,3.8330968947638,-13.1393152586481,-10.3962834830236,-6.02433598946353,0.320440950159731,-25.9884324991686,0.255240375689442
"9",0.143206725146199,0.289679894179894,1,0.0132719303505736,14.2077503237985,0.0198507426697531,0.00402830307235583,0.00254344478111328,33.4847453014771,0.0644522638337743,0.0106863689590804,171.351322751323,19.6971428571429,41.2620105820106,2.2368253968254,1.14636385747787,4.78514974281272,-12.6883936698685,-9.65225848916133,-5.31991242908294,0.304391144444703,-24.6048057273582,0.249155747617153
"10",0.148328421052632,0.299278338703903,1,0.0145922143843897,15.8539208652211,0.0174450379109977,0.00272150147799191,0.00226748239799156,33.5918137046485,0.0416629021400227,0.00621847208935658,182.386068027211,20.976,37.2326530612245,2.36310204081633,0.237085677166408,4.04146344450869,-13.4488750224211,-10.4167998713971,-6.07972057108974,0.31888335005226,-25.5298512707492,0.254116606766404
